N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
890.0,지엠비코리아,4715.0,15.0,+0.32%,500.0,4700.0,5340.0,4690.0
891.0,동일고무벨트,6450.0,40.0,-0.62%,500.0,6510.0,6510.0,6350.0
892.0,HL D&I,2360.0,5.0,-0.21%,5000.0,2365.0,2370.0,2335.0
893.0,KODEX 미국반도체MV,13845.0,105.0,+0.76%,0.0,13740.0,13870.0,13735.0
894.0,보락,1479.0,12.0,+0.82%,200.0,1467.0,1485.0,1462.0
895.0,신영와코루,9830.0,80.0,-0.81%,500.0,9890.0,9990.0,9750.0
896.0,국제약품,4160.0,85.0,+2.09%,1000.0,4670.0,4950.0,4105.0
897.0,플레이그램,690.0,5.0,+0.73%,100.0,685.0,695.0,671.0
898.0,미래에셋 레버리지 코스닥150 선물 ETN,43550.0,720.0,-1.63%,0.0,44690.0,44690.0,43550.0
899.0,조광페인트,6800.0,40.0,+0.59%,500.0,6700.0,6820.0,6660.0
900.0,미래에셋글로벌리츠,2990.0,35.0,-1.16%,1000.0,3035.0,3035.0,2985.0
901.0,깨끗한나라,2330.0,30.0,+1.30%,1000.0,2275.0,2355.0,2275.0
902.0,한신공영,7450.0,50.0,-0.67%,5000.0,7560.0,7560.0,7410.0
903.0,다스코,4425.0,5.0,+0.11%,500.0,4450.0,4460.0,4330.0
904.0,새론오토모티브,4450.0,50.0,-1.11%,500.0,4470.0,4470.0,4450.0
905.0,삼화전자,7050.0,50.0,-0.70%,1000.0,7190.0,7190.0,6900.0
906.0,삼호개발,3405.0,45.0,-1.30%,500.0,3415.0,3450.0,3390.0
907.0,텔코웨어,8720.0,20.0,+0.23%,500.0,8760.0,8760.0,8660.0
908.0,크라운해태홀딩스,5690.0,20.0,+0.35%,500.0,5650.0,5720.0,5650.0
909.0,금비,84400.0,3000.0,+3.69%,5000.0,82700.0,90900.0,82100.0
910.0,KH 필룩스,442.0,0.0,0.00%,500.0,0.0,0.0,0.0
911.0,엔케이,1047.0,3.0,+0.29%,500.0,1031.0,1065.0,1027.0
912.0,유유제약,4905.0,105.0,-2.10%,1000.0,5040.0,5040.0,4875.0
913.0,TIGER 미국필라델피아반도체레버리지(합성),13460.0,150.0,+1.13%,0.0,13305.0,13470.0,13205.0
914.0,한일철강,3120.0,5.0,+0.16%,500.0,3075.0,3145.0,3065.0
915.0,KODEX K-로봇액티브,13530.0,155.0,+1.16%,0.0,13365.0,13570.0,13365.0
916.0,ACE 26-06 회사채(AA-이상)액티브,10035.0,0.0,0.00%,0.0,10030.0,10035.0,10025.0
917.0,ACE G2전기차&자율주행액티브,9890.0,115.0,+1.18%,0.0,9795.0,9900.0,9795.0
918.0,TIGER 미국다우존스30,22785.0,85.0,+0.37%,0.0,22685.0,22790.0,22635.0
919.0,다이나믹디자인,4850.0,0.0,0.00%,500.0,4840.0,5320.0,4670.0
920.0,삼성공조,10170.0,610.0,+6.38%,500.0,9500.0,10230.0,9490.0
921.0,진양산업,6330.0,40.0,-0.63%,500.0,6380.0,6380.0,6270.0
922.0,두산2우B,91900.0,2600.0,+2.91%,5000.0,91500.0,92300.0,89700.0
923.0,화천기계,3725.0,255.0,+7.35%,500.0,3460.0,3780.0,3450.0
924.0,대원전선,1138.0,44.0,-3.72%,500.0,1164.0,1169.0,1130.0
925.0,상신브레이크,3810.0,50.0,-1.30%,500.0,3860.0,3885.0,3705.0
926.0,KODEX 미국메타버스나스닥액티브,8300.0,115.0,+1.41%,0.0,8130.0,8335.0,8130.0
927.0,호전실업,8330.0,270.0,+3.35%,500.0,8150.0,8390.0,8110.0
928.0,화승알앤에이,4255.0,65.0,+1.55%,500.0,4135.0,4265.0,4105.0
929.0,KC그린홀딩스,3595.0,40.0,+1.13%,500.0,3530.0,3670.0,3530.0
930.0,화천기공,36650.0,750.0,+2.09%,5000.0,35650.0,36900.0,35650.0
931.0,KBSTAR 대형고배당10TR,16790.0,15.0,+0.09%,0.0,16825.0,16840.0,16695.0
932.0,TIGER 소프트웨어,8935.0,115.0,-1.27%,0.0,9115.0,9250.0,8860.0
933.0,명문제약,2350.0,40.0,-1.67%,500.0,2500.0,2500.0,2335.0
934.0,남성,2200.0,227.0,+11.51%,500.0,2050.0,2390.0,1995.0
935.0,휴니드,5620.0,10.0,-0.18%,5000.0,5640.0,5680.0,5550.0
936.0,ARIRANG 신흥국MSCI(합성 H),9325.0,80.0,+0.87%,0.0,9250.0,9350.0,9220.0
937.0,ACE KRX금현물,11655.0,45.0,+0.39%,0.0,11610.0,11660.0,11585.0
938.0,써니전자,2260.0,30.0,+1.35%,500.0,2215.0,2260.0,2215.0
939.0,한솔홈데코,976.0,6.0,-0.61%,1000.0,982.0,983.0,972.0
940.0,평화산업,1430.0,20.0,+1.42%,500.0,1413.0,1432.0,1403.0
941.0,마스턴프리미어리츠,2950.0,10.0,-0.34%,1000.0,2960.0,2980.0,2940.0
942.0,TIGER 미국나스닥100TR(H),12790.0,35.0,+0.27%,0.0,12765.0,12820.0,12760.0
943.0,SK우,137800.0,300.0,+0.22%,200.0,138600.0,138600.0,135000.0
944.0,KODEX 한국대만IT프리미어,18980.0,5.0,+0.03%,0.0,18965.0,18990.0,18850.0
945.0,NH프라임리츠,4170.0,5.0,+0.12%,500.0,4220.0,4220.0,4130.0
946.0,상상인증권,717.0,1.0,+0.14%,1000.0,716.0,717.0,709.0
947.0,우진플라임,3870.0,80.0,+2.11%,500.0,3805.0,3880.0,3795.0
948.0,제일연마,7740.0,30.0,-0.39%,500.0,7850.0,8000.0,7720.0
949.0,사조오양,8160.0,10.0,-0.12%,5000.0,8130.0,8220.0,8130.0
950.0,이건산업,7000.0,10.0,+0.14%,5000.0,6960.0,7040.0,6960.0
951.0,대우부품,1554.0,4.0,+0.26%,500.0,1549.0,1566.0,1543.0
952.0,TIGER 200선물레버리지,13115.0,30.0,+0.23%,0.0,13110.0,13155.0,12995.0
953.0,TRUE 나스닥 100 ETN,15155.0,50.0,+0.33%,0.0,15125.0,15155.0,15110.0
954.0,하이스틸,3740.0,0.0,0.00%,500.0,3700.0,3765.0,3700.0
955.0,세원정공,7520.0,70.0,-0.92%,500.0,7690.0,7690.0,7430.0
956.0,까뮤이앤씨,1665.0,5.0,+0.30%,500.0,1660.0,1675.0,1630.0
957.0,청호ICT,2490.0,0.0,0.00%,500.0,0.0,0.0,0.0
958.0,KODEX 은선물(H),4535.0,10.0,-0.22%,0.0,4550.0,4555.0,4525.0
959.0,TRUE S&P500 선물 ETN,14925.0,0.0,0.00%,0.0,14895.0,14925.0,14885.0
960.0,KODEX 미국종합채권SRI액티브(H),95790.0,40.0,+0.04%,0.0,95720.0,95875.0,95610.0
961.0,서울식품,199.0,1.0,+0.51%,100.0,198.0,199.0,197.0
962.0,DSR,4640.0,25.0,-0.54%,500.0,4605.0,4645.0,4575.0
963.0,신한 레버리지 은 선물 ETN(H),7420.0,20.0,-0.27%,0.0,7475.0,7485.0,7400.0
964.0,마니커,1165.0,15.0,+1.30%,500.0,1148.0,1169.0,1137.0
965.0,오리엔트바이오,623.0,0.0,0.00%,500.0,625.0,633.0,619.0
966.0,동양피스톤,5600.0,70.0,-1.23%,500.0,5660.0,5710.0,5570.0
967.0,신풍제약우,33500.0,0.0,0.00%,500.0,36750.0,36750.0,33500.0
968.0,세하,1275.0,11.0,+0.87%,1000.0,1264.0,1278.0,1245.0
969.0,인터지스,2465.0,5.0,+0.20%,500.0,2460.0,2490.0,2435.0
970.0,삼화왕관,34000.0,750.0,+2.26%,5000.0,33000.0,35650.0,33000.0
971.0,KODEX 200IT TR,12195.0,55.0,-0.45%,0.0,12250.0,12250.0,12170.0
972.0,SH에너지화학,658.0,2.0,+0.30%,500.0,657.0,666.0,652.0
973.0,인디에프,973.0,17.0,-1.72%,500.0,985.0,990.0,960.0
974.0,보해양조,525.0,2.0,+0.38%,500.0,519.0,533.0,519.0
975.0,부산산업,69100.0,500.0,+0.73%,5000.0,68000.0,69600.0,67500.0
976.0,사조씨푸드,4230.0,20.0,+0.48%,1000.0,4235.0,4275.0,4180.0
977.0,유성기업,2805.0,25.0,-0.88%,500.0,2835.0,2890.0,2800.0
978.0,TIGER 테슬라채권혼합Fn,11395.0,100.0,+0.89%,0.0,11380.0,11395.0,11325.0
979.0,한화솔루션우,28050.0,0.0,0.00%,5000.0,28650.0,28650.0,27750.0
980.0,신한 WTI원유 선물 ETN(H),7215.0,205.0,+2.92%,0.0,7220.0,7245.0,7215.0
981.0,코오롱인더우,25900.0,0.0,0.00%,5000.0,25950.0,25950.0,25650.0
982.0,유한양행우,60700.0,300.0,-0.49%,1000.0,60800.0,61700.0,59800.0
983.0,천일고속,49850.0,300.0,+0.61%,5000.0,49550.0,49850.0,49150.0
984.0,TIGER 일본TOPIX(합성 H),19035.0,50.0,-0.26%,0.0,19060.0,19105.0,19030.0
985.0,ACE 미국WideMoat가치주,21555.0,15.0,-0.07%,0.0,21635.0,21635.0,21400.0
986.0,히어로즈 종합채권(AA-이상)액티브,98720.0,280.0,-0.28%,0.0,98720.0,98720.0,98720.0
987.0,조비,13660.0,10.0,+0.07%,5000.0,13650.0,13790.0,13500.0
988.0,에이엔피,1580.0,14.0,+0.89%,500.0,1543.0,1588.0,1538.0
989.0,쌍방울,269.0,0.0,0.00%,500.0,0.0,0.0,0.0
990.0,KODEX WTI원유선물(H),14875.0,415.0,+2.87%,0.0,14875.0,14925.0,14845.0
991.0,영보화학,3510.0,20.0,+0.57%,500.0,3460.0,3545.0,3460.0
992.0,TIGER 미국S&P500레버리지(합성 H),29730.0,45.0,+0.15%,0.0,29660.0,29740.0,29580.0
993.0,KC코트렐,1925.0,105.0,-5.17%,500.0,2000.0,2025.0,1910.0
994.0,HANARO Fn K-반도체,9445.0,80.0,-0.84%,0.0,9405.0,9540.0,9390.0
995.0,혜인,5480.0,30.0,+0.55%,500.0,5410.0,5580.0,5390.0
996.0,미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H),27860.0,145.0,+0.52%,0.0,27800.0,27870.0,27800.0
997.0,ACE 25-06 회사채(AA-이상)액티브,10060.0,10.0,+0.10%,0.0,10050.0,10060.0,10050.0
998.0,신한 인버스 2X 코스닥 150 선물 ETN,6950.0,60.0,+0.87%,0.0,6845.0,7050.0,6835.0
999.0,핸즈코퍼레이션,3170.0,5.0,+0.16%,500.0,3120.0,3180.0,3085.0
1000.0,시디즈,34550.0,350.0,-1.00%,500.0,34750.0,35150.0,34450.0
1001.0,영흥,681.0,10.0,-1.45%,500.0,691.0,691.0,672.0
1002.0,한세엠케이,2290.0,5.0,+0.22%,500.0,2285.0,2390.0,2255.0
1003.0,한솔로지스틱스,2485.0,15.0,-0.60%,500.0,2480.0,2515.0,2455.0
1004.0,하이트론,2470.0,0.0,0.00%,500.0,0.0,0.0,0.0
1005.0,문배철강,3325.0,35.0,+1.06%,500.0,3335.0,3350.0,3305.0
1006.0,CS홀딩스,58700.0,800.0,+1.38%,5000.0,58200.0,59000.0,57300.0
1007.0,케이비아이동국실업,605.0,5.0,-0.82%,500.0,607.0,613.0,604.0
1008.0,한창제지,1126.0,5.0,-0.44%,500.0,1139.0,1140.0,1121.0
1009.0,우성,21700.0,400.0,-1.81%,5000.0,22100.0,22300.0,21700.0
1010.0,HANARO Fn조선해운,12025.0,205.0,+1.73%,0.0,11795.0,12180.0,11795.0
1011.0,KBSTAR 중국본토대형주CSI100,17555.0,260.0,+1.50%,0.0,17350.0,17620.0,17350.0
1012.0,TIGER 국채3년,105405.0,55.0,-0.05%,0.0,105435.0,105495.0,105380.0
1013.0,한국종합기술,6060.0,50.0,-0.82%,500.0,6170.0,6170.0,6030.0
1014.0,태양금속,1806.0,138.0,+8.27%,500.0,1669.0,1926.0,1657.0
1015.0,아모레G우,10280.0,120.0,+1.18%,500.0,10160.0,10400.0,10090.0
1016.0,부국철강,3310.0,60.0,+1.85%,500.0,3215.0,3315.0,3215.0
1017.0,TIMEFOLIO Kstock액티브,8915.0,10.0,-0.11%,0.0,8730.0,8955.0,8730.0
1018.0,삼정펄프,26300.0,100.0,+0.38%,5000.0,26200.0,26350.0,26200.0
1019.0,한익스프레스,5460.0,190.0,+3.61%,500.0,5290.0,5620.0,5290.0
1020.0,SG글로벌,1454.0,30.0,+2.11%,500.0,1402.0,1462.0,1402.0
1021.0,TIGER 미국투자등급회사채액티브(H),49360.0,135.0,-0.27%,0.0,49315.0,49445.0,49280.0
1022.0,대유에이텍,559.0,4.0,+0.72%,500.0,555.0,564.0,550.0
1023.0,TIGER 차이나HSCEI,9550.0,145.0,+1.54%,0.0,9440.0,9590.0,9425.0
1024.0,범양건영,2615.0,0.0,0.00%,1000.0,2600.0,2625.0,2575.0
1025.0,DSR제강,4475.0,35.0,+0.79%,500.0,4465.0,4495.0,4440.0
1026.0,메타랩스,2565.0,0.0,0.00%,2500.0,2540.0,2595.0,2525.0
1027.0,SK케미칼우,30150.0,500.0,-1.63%,5000.0,31300.0,31300.0,30100.0
1028.0,TIGER 화장품,2295.0,80.0,+3.61%,0.0,2220.0,2310.0,2215.0
1029.0,미래에셋 전기전자 Core5 ETN,31675.0,0.0,0.00%,0.0,31675.0,31675.0,31675.0
1030.0,ARIRANG 미국S&P500(H),18630.0,25.0,+0.13%,0.0,18605.0,18640.0,18565.0
1031.0,QV 코스닥 150 ETN,15830.0,370.0,+2.39%,0.0,15460.0,15880.0,15460.0
1032.0,신한 인버스 2X WTI원유 선물 ETN(H),100.0,5.0,-4.76%,0.0,100.0,100.0,95.0
1033.0,화인베스틸,2115.0,0.0,0.00%,500.0,2060.0,2185.0,2055.0
1034.0,성보화학,3155.0,15.0,+0.48%,500.0,3155.0,3180.0,3135.0
1035.0,SJM,4045.0,40.0,+1.00%,500.0,4000.0,4070.0,3965.0
1036.0,국보,5170.0,70.0,+1.37%,5000.0,5180.0,5410.0,5010.0
1037.0,KBSTAR 미국단기투자등급회사채액티브,10045.0,50.0,+0.50%,0.0,10015.0,10045.0,10000.0
1038.0,솔루스첨단소재1우,7410.0,20.0,-0.27%,100.0,7430.0,7450.0,7260.0
1039.0,KODEX 차이나H레버리지(H),2100.0,10.0,+0.48%,0.0,2095.0,2145.0,2075.0
1040.0,KBSTAR 고배당,11860.0,20.0,+0.17%,0.0,11915.0,11915.0,11810.0
1041.0,TIGER 경기방어,8430.0,0.0,0.00%,0.0,8490.0,8490.0,8415.0
1042.0,일진디스플,1204.0,38.0,+3.26%,500.0,1227.0,1227.0,1156.0
1043.0,KODEX 차이나2차전지MSCI(합성),7520.0,115.0,+1.55%,0.0,7500.0,7560.0,7380.0
1044.0,미래에셋맵스리츠,3065.0,10.0,-0.33%,1000.0,3100.0,3100.0,3050.0
1045.0,신한 S&P500 VIX S/T 선물 ETN D,10220.0,85.0,-0.82%,0.0,10250.0,10270.0,10160.0
1046.0,KBSTAR 중기우량회사채,103750.0,15.0,+0.01%,0.0,103735.0,104265.0,103650.0
1047.0,KBSTAR 단기국공채액티브,105810.0,15.0,+0.01%,0.0,105800.0,105815.0,105790.0
1048.0,GS우,33900.0,0.0,0.00%,5000.0,33900.0,33950.0,33700.0
1049.0,KB Wise 분할매매 ETN,10055.0,0.0,0.00%,0.0,10055.0,10055.0,10055.0
1050.0,KODEX 2차전지산업레버리지,12055.0,200.0,-1.63%,0.0,12255.0,12325.0,11770.0
1051.0,아센디오,698.0,6.0,+0.87%,500.0,701.0,705.0,671.0
1052.0,SOL 미국배당다우존스(H),10525.0,0.0,0.00%,0.0,10520.0,10540.0,10505.0
1053.0,신세계건설,14830.0,90.0,+0.61%,5000.0,14740.0,15160.0,14520.0
1054.0,티웨이홀딩스,529.0,3.0,-0.56%,500.0,526.0,532.0,524.0
1055.0,티에이치엔,3275.0,75.0,+2.34%,500.0,3195.0,3275.0,3165.0
1056.0,모나미,3115.0,25.0,+0.81%,1000.0,3090.0,3130.0,3075.0
1057.0,대한방직,11090.0,50.0,+0.45%,1000.0,11030.0,11140.0,10990.0
1058.0,계양전기,2135.0,5.0,-0.23%,500.0,2125.0,2135.0,2105.0
1059.0,KODEX Fn성장,14875.0,55.0,-0.37%,0.0,14975.0,14975.0,14875.0
1060.0,IHQ,239.0,0.0,0.00%,500.0,0.0,0.0,0.0
1061.0,현대건설우,54700.0,700.0,-1.26%,5000.0,55000.0,55100.0,54600.0
1062.0,비상교육,4430.0,100.0,+2.31%,500.0,4345.0,5180.0,4335.0
1063.0,KODEX 200미국채혼합,12160.0,25.0,-0.21%,0.0,12130.0,12200.0,12095.0
1064.0,HANARO e커머스,10810.0,35.0,+0.32%,0.0,10995.0,10995.0,10775.0
1065.0,SJM홀딩스,3820.0,60.0,-1.55%,500.0,3760.0,3840.0,3760.0
1066.0,TIGER 코스닥150 레버리지,15390.0,135.0,-0.87%,0.0,15540.0,15650.0,15170.0
1067.0,부국증권우,18980.0,90.0,+0.48%,5000.0,18990.0,18990.0,18980.0
1068.0,하나 블룸버그 -2X 천연가스 선물 ETN(H),56860.0,3535.0,-5.85%,0.0,56860.0,56860.0,56860.0
1069.0,에쓰씨엔지니어링,1819.0,45.0,+2.54%,500.0,1792.0,1860.0,1764.0
1070.0,TIGER 차이나전기차레버리지(합성),9005.0,220.0,+2.50%,0.0,8800.0,9090.0,8800.0
1071.0,KODEX 아시아달러채권SRI플러스액티브,50110.0,165.0,+0.33%,0.0,49880.0,50110.0,49880.0
1072.0,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),56685.0,3935.0,-6.49%,0.0,56875.0,56920.0,56685.0
1073.0,대림B&Co,3390.0,25.0,-0.73%,1000.0,3400.0,3545.0,3315.0
1074.0,KODEX 코스닥글로벌,11150.0,5.0,+0.04%,0.0,11275.0,11275.0,11015.0
1075.0,대신 인버스 천연가스 선물 ETN(H),6930.0,250.0,-3.48%,0.0,6940.0,6955.0,6930.0
1076.0,QV 레버리지 S&P500 ETN,27700.0,0.0,0.00%,0.0,27660.0,27700.0,27570.0
1077.0,국동,962.0,27.0,+2.89%,500.0,918.0,978.0,918.0
1078.0,미래에셋 레버리지 코스피200 선물 ETN,27550.0,195.0,+0.71%,0.0,27570.0,27575.0,27405.0
1079.0,진양폴리,5510.0,20.0,-0.36%,500.0,5460.0,5590.0,5460.0
1080.0,키움 미국달러선물 ETN,11010.0,0.0,0.00%,0.0,11010.0,11010.0,11010.0
1081.0,세원이앤씨,254.0,0.0,0.00%,500.0,0.0,0.0,0.0
1082.0,HANARO 글로벌럭셔리S&P(합성),19495.0,105.0,+0.54%,0.0,19275.0,19505.0,19275.0
1083.0,한국전자홀딩스,1166.0,9.0,-0.77%,500.0,1169.0,1174.0,1154.0
1084.0,선도전기,3000.0,0.0,0.00%,500.0,0.0,0.0,0.0
1085.0,HANARO 단기채권액티브,103875.0,0.0,0.00%,0.0,103875.0,103875.0,103875.0
1086.0,미래에셋증권우,3800.0,10.0,+0.26%,5000.0,3795.0,3835.0,3780.0
1087.0,대동전자,5070.0,50.0,+1.00%,500.0,4975.0,5250.0,4950.0
1088.0,삼일씨엔에스,4175.0,35.0,-0.83%,1000.0,4160.0,4210.0,4160.0
1089.0,TIGER 미국배당+7%프리미엄다우존스,10310.0,60.0,+0.59%,0.0,10295.0,10315.0,10240.0
1090.0,대림통상,3480.0,5.0,-0.14%,1000.0,3470.0,3545.0,3435.0
1091.0,키움 코스닥 150 ETN,13245.0,40.0,-0.30%,0.0,13245.0,13245.0,13245.0
1092.0,키움 코스피 200 ETN,10580.0,0.0,0.00%,0.0,10580.0,10580.0,10580.0
1093.0,갤럭시아에스엠,1911.0,17.0,+0.90%,500.0,1880.0,1930.0,1853.0
1094.0,ARIRANG K방산Fn,11685.0,80.0,+0.69%,0.0,11610.0,11745.0,11585.0
1095.0,TIGER 200 에너지화학,16030.0,30.0,-0.19%,0.0,16060.0,16295.0,15935.0
1096.0,KODEX 미국달러선물인버스2X,6805.0,75.0,-1.09%,0.0,6895.0,6900.0,6805.0
1097.0,삼성 코스닥 150 ETN,10505.0,185.0,+1.79%,0.0,10605.0,10605.0,10505.0
1098.0,MH에탄올,7040.0,40.0,+0.57%,500.0,6970.0,7070.0,6940.0
1099.0,HANARO 32-10 국고채액티브,51160.0,145.0,-0.28%,0.0,51075.0,51290.0,51050.0
1100.0,대신 S&P 인버스 2X 천연가스 선물 ETN,51390.0,3225.0,-5.90%,0.0,51260.0,51390.0,51125.0
1101.0,KBSTAR Fn컨택트대표,8070.0,180.0,+2.28%,0.0,7980.0,8080.0,7955.0
1102.0,KB 인버스 천연가스 선물 ETN,11325.0,290.0,-2.50%,0.0,11325.0,11335.0,11255.0
1103.0,롯데칠성우,65500.0,1000.0,-1.50%,500.0,66500.0,66700.0,65400.0
1104.0,TIGER 글로벌클라우드컴퓨팅INDXX,9600.0,95.0,+1.00%,0.0,9510.0,9755.0,9510.0
1105.0,원림,22050.0,150.0,+0.68%,5000.0,21650.0,22250.0,21650.0
1106.0,메리츠 KAP 통안채 3개월 ETN,50385.0,0.0,0.00%,0.0,50385.0,50385.0,50385.0
1107.0,진양화학,3165.0,0.0,0.00%,500.0,3160.0,3260.0,3105.0
1108.0,에셋플러스 글로벌플랫폼액티브,7415.0,70.0,+0.95%,0.0,7260.0,7430.0,7260.0
1109.0,TIGER 미국달러SOFR금리액티브(합성),49460.0,265.0,+0.54%,0.0,49200.0,49460.0,49170.0
1110.0,KODEX 철강,10095.0,70.0,-0.69%,0.0,10155.0,10155.0,10005.0
1111.0,KB 블룸버그 레버리지 천연가스 선물 ETN,19650.0,1075.0,+5.79%,0.0,19655.0,19655.0,19325.0
1112.0,TIMEFOLIO 글로벌AI인공지능액티브,13485.0,115.0,+0.86%,0.0,13405.0,13505.0,13405.0
1113.0,SOL 미국S&P500,12270.0,55.0,+0.45%,0.0,12205.0,12275.0,12160.0
1114.0,삼성 레버리지 나스닥 100 ETN(H),12220.0,80.0,+0.66%,0.0,12160.0,12240.0,12145.0
1115.0,KR모터스,508.0,13.0,-2.50%,500.0,521.0,527.0,507.0
1116.0,KODEX K-신재생에너지액티브,15715.0,90.0,-0.57%,0.0,15805.0,15890.0,15600.0
1117.0,평화홀딩스,3330.0,40.0,+1.22%,500.0,3315.0,3400.0,3230.0
1118.0,KODEX WTI원유선물인버스(H),4460.0,140.0,-3.04%,0.0,4460.0,4470.0,4440.0
1119.0,케이탑리츠,998.0,6.0,-0.60%,1000.0,996.0,1009.0,996.0
1120.0,KBSTAR 금융채액티브,100740.0,20.0,+0.02%,0.0,90690.0,100740.0,90690.0
1121.0,TIGER 유로스탁스50(합성 H),15155.0,85.0,-0.56%,0.0,15240.0,15300.0,15145.0
1122.0,HANARO Fn K-뉴딜디지털플러스,9740.0,100.0,-1.02%,0.0,9910.0,9910.0,9730.0
1123.0,영화금속,891.0,4.0,-0.45%,500.0,895.0,900.0,883.0
1124.0,ACE 단기채권알파액티브,103365.0,15.0,+0.01%,0.0,103355.0,103365.0,103355.0
1125.0,남양유업우,237500.0,1500.0,-0.63%,5000.0,237000.0,238500.0,235500.0
1126.0,ACE 삼성그룹섹터가중,15770.0,35.0,-0.22%,0.0,15880.0,15880.0,15715.0
1127.0,이화산업,16810.0,260.0,-1.52%,5000.0,16820.0,17200.0,16670.0
1128.0,KODEX 일본TOPIX100,17480.0,155.0,+0.89%,0.0,17370.0,17480.0,17260.0
1129.0,KODEX 200롱코스닥150숏선물,7965.0,65.0,+0.82%,0.0,7945.0,7965.0,7880.0
1130.0,TIGER 글로벌BBIG액티브,11630.0,60.0,+0.52%,0.0,11580.0,11630.0,11555.0
1131.0,DL이앤씨2우(전환),21650.0,50.0,-0.23%,5000.0,21300.0,21750.0,21300.0
1132.0,유엔젤,3455.0,5.0,+0.14%,500.0,3450.0,3520.0,3355.0
1133.0,TIGER KEDI혁신기업ESG30,10835.0,5.0,+0.05%,0.0,10830.0,10860.0,10785.0
1134.0,KODEX 미국S&P500배당귀족커버드콜(합성 H),9215.0,20.0,-0.22%,0.0,9240.0,9240.0,9205.0
1135.0,TIGER 차이나바이오테크SOLACTIVE,6405.0,40.0,-0.62%,0.0,6460.0,6505.0,6385.0
1136.0,ACE 인도네시아MSCI(합성),10660.0,0.0,0.00%,0.0,10660.0,10730.0,10600.0
1137.0,동원수산,9600.0,20.0,-0.21%,5000.0,9670.0,9670.0,9410.0
1138.0,KOSEF 통안채1년,103535.0,5.0,0.00%,0.0,103535.0,103540.0,103530.0
1139.0,TRUE 레버리지 코스닥 150 선물 ETN,44505.0,735.0,+1.68%,0.0,44755.0,44755.0,44345.0
1140.0,대신 레버리지 코스닥 150 선물 ETN,44315.0,160.0,+0.36%,0.0,44235.0,44315.0,43575.0
1141.0,KB 레버리지 S&P 500 선물 ETN(H),11050.0,65.0,-0.58%,0.0,11105.0,11105.0,11050.0
1142.0,유화증권우,2520.0,0.0,0.00%,1000.0,2520.0,2520.0,2520.0
1143.0,전방,26200.0,0.0,0.00%,5000.0,26200.0,26250.0,25900.0
1144.0,KB 레버리지 나스닥 100 ETN,14670.0,165.0,+1.14%,0.0,14575.0,14670.0,14520.0
1145.0,TRUE 코스피 200 ETN,8775.0,55.0,-0.62%,0.0,8785.0,8785.0,8775.0
1146.0,바다로19호,2885.0,5.0,+0.17%,5000.0,2880.0,2885.0,2870.0
1147.0,삼성 코스피 200 ETN,8760.0,15.0,+0.17%,0.0,8780.0,8780.0,8760.0
1148.0,더메디팜,471.0,13.0,-2.69%,500.0,476.0,478.0,466.0
1149.0,하나 레버리지 코스닥150 선물 ETN,43630.0,665.0,-1.50%,0.0,43630.0,43630.0,43630.0
1150.0,삼성 레버리지 코스닥150 선물 ETN,43530.0,620.0,-1.40%,0.0,44595.0,44595.0,43260.0
1151.0,WISCOM,2835.0,65.0,-2.24%,500.0,2870.0,2890.0,2815.0
1152.0,파워 200,34525.0,70.0,+0.20%,0.0,34605.0,34605.0,34365.0
1153.0,TIGER 미국채30년스트립액티브(합성 H),46730.0,420.0,-0.89%,0.0,46360.0,46950.0,46300.0
1154.0,KODEX IT,18595.0,10.0,-0.05%,0.0,18600.0,18685.0,18510.0
1155.0,KODEX 미국배당프리미엄액티브,10120.0,30.0,+0.30%,0.0,10060.0,10120.0,10060.0
1156.0,삼성 미국 대형 성장주 ETN,21175.0,0.0,0.00%,0.0,21175.0,21175.0,21175.0
1157.0,TIGER 인버스,5015.0,10.0,-0.20%,0.0,5030.0,5040.0,5000.0
1158.0,TIGER KRX인터넷K-뉴딜,3985.0,15.0,-0.37%,0.0,4000.0,4135.0,3965.0
1159.0,KODEX 차이나H,16465.0,80.0,+0.49%,0.0,16305.0,16650.0,16305.0
1160.0,ACE 일본Nikkei225(H),21995.0,5.0,-0.02%,0.0,21885.0,22035.0,21820.0
1161.0,TIGER 레버리지,16705.0,25.0,+0.15%,0.0,16700.0,16750.0,16555.0
1162.0,신한 레버리지 S&P500 선물 ETN,20865.0,35.0,-0.17%,0.0,20880.0,20880.0,20855.0
1163.0,우진아이엔에스,5430.0,30.0,-0.55%,500.0,5460.0,5460.0,5360.0
1164.0,페이퍼코리아,867.0,7.0,-0.80%,500.0,866.0,888.0,863.0
1165.0,동양고속,14230.0,20.0,-0.14%,5000.0,14110.0,14250.0,14110.0
1166.0,메리츠 3X 레버리지 국채30년 ETN,41155.0,1450.0,-3.40%,0.0,43200.0,43200.0,40400.0
1167.0,하나 Solactive 2X US Tech Top 10 ETN(H),41085.0,0.0,0.00%,0.0,41085.0,41085.0,41085.0
1168.0,KODEX 증권,6080.0,80.0,+1.33%,0.0,5995.0,6100.0,5995.0
1169.0,미래아이앤지,1470.0,9.0,+0.62%,500.0,1444.0,1488.0,1420.0
1170.0,DL이앤씨우,19270.0,10.0,+0.05%,5000.0,19590.0,19740.0,19130.0
